N	numinstance	numrun	fitness	budget
100	7	22	4842	6833
100	7	23	4904	7430
100	7	24	4999	7842
100	7	25	4949	6263
100	7	26	4883	7058
100	7	27	4999	8260
100	7	28	4923	4417
100	7	29	5015	5245
100	7	30	4966	6938
100	7	31	4990	6079
100	7	32	5015	5732
100	7	33	4901	5292
100	7	34	4968	7872
100	7	35	4968	6120
100	7	36	4855	6374
100	7	37	4947	7832
100	7	38	4954	5016
100	7	39	4987	6924
100	7	40	4981	4926
100	7	41	5015	6896
100	7	42	4946	6954
100	7	43	4984	7167
100	7	44	4943	6989
100	7	45	4947	7464
100	7	46	4980	6016
100	7	47	4982	6120
100	7	48	5015	6921
100	7	49	4964	7306
100	7	50	4973	7475
100	7	51	4957	5972
100	7	52	4978	6644
100	7	53	4935	4698
100	7	54	4982	6818
100	7	55	4946	5629
100	7	56	4964	7216
100	7	57	4954	6789
100	7	58	4990	6778
100	7	59	4990	6844
100	7	60	4964	6538
100	7	61	4984	6661
100	7	62	4950	6302
100	7	63	4940	7508
100	7	64	4863	7281
100	7	65	4964	5852
100	7	66	5015	6958
100	7	67	4741	5264
100	7	68	4990	6514
100	7	69	4968	8381
100	7	70	5015	6812
100	7	71	4987	5595
100	7	72	4993	8023
100	7	73	4987	7016
100	7	74	4923	5544
100	7	75	4964	6138
100	7	76	4968	6472
100	7	77	4987	6745
100	7	78	4981	6674
100	7	79	4851	5426
